Buchungsnummer	Kontonummer	Kontobezeichnung	Belegdatum	Belegnummer	Buchungstext	Kostentr‰ger	Kostenstelle	Steuerschl¸ssel	Gegenkonto	Sollbetrag EUR	Habenbetrag EUR	USt-Konto	USt-%	SPLIT1
778	01700	Bank Girokonto Coba	29.12.17	685	ANNE RICHTER COBADEFFXXX DE13500400000931368501 4018490900037289 End-to-End-Ref				02100		2.000,00		0,00	
779	01700	Bank Girokonto Coba	29.12.17	205	<Storno> Auszahlung PT BANK MANDIRI PERS//DENPASAR M/ 2017-12-27T07:46:15 KFN 1 				02105		162,64		0,00	
780	01700	Bank Girokonto Coba	29.12.17	686	Auszahlung PT BANK MANDIRI PERS//DENPASAR M/ 2017-12-27T07:46:15 KFN 1 VJ 2012				02105		162,64		0,00	
947	01700	Bank Girokonto Coba	29.12.17	217	<Storno> Kontof¸hrung Konto 393191200 EUR BLZ 430 400 36 vom 01.12.2017 bis 31.1				06855		0,70		0,00	
948	01700	Bank Girokonto Coba	29.12.17	217	Kontof¸hrung Konto 393191200 EUR BLZ 430 400 36 vom 01.12.2017 bis 31.12.2017 G				06855		0,70		0,00	
1.849	01700	Bank Girokonto Coba	29.12.17	180	<Storno> Thai Airway 2175970140213Germany 000				02105		-1.036,50		0,00	
1.850	01700	Bank Girokonto Coba	29.12.17	179	<Storno> Thai Airway 2175970140213Germany 000				02105		-1.036,50		0,00	
1.872	01700	Bank Girokonto Coba	29.12.17	685	<Storno> ANNE RICHTER COBADEFFXXX DE13500400000931368501 4018490900037289 End-to				02100		-2.000,00		0,00	
1.873	01700	Bank Girokonto Coba	29.12.17	1170	 ANNE RICHTER COBADEFFXXX DE13500400000931368501 4018490900037289 End-t				01710		2.000,00		0,00	
1.874	01700	Bank Girokonto Coba	29.12.17	1170	<Storno>  ANNE RICHTER COBADEFFXXX DE13500400000931368501 4018490900037289 End-t				01710		-2.000,00		0,00	
1.875	01700	Bank Girokonto Coba	29.12.17	1170	 ANNE RICHTER COBADEFFXXX DE13500400000931368501 4018490900037289 End-t				01720		2.000,00		0,00	
1.876	01700	Bank Girokonto Coba	29.12.17	1170	<Storno>  ANNE RICHTER COBADEFFXXX DE13500400000931368501 4018490900037289 End-t				01720		-2.000,00		0,00	
1.877	01700	Bank Girokonto Coba	29.12.17	1171	 ANNE RICHTER COBADEFFXXX DE13500400000931368501 4018490900037289 End-t				01710		2.000,00		0,00	
1.878	01700	Bank Girokonto Coba	29.12.17	1172	 ANNE RICHTER COBADEFFXXX DE13500400000931368501 4018490900037289 End-t				01710		2.000,00		0,00	
1.879	01700	Bank Girokonto Coba	29.12.17	671	<Storno> ANNE RICHTER COBADEFFXXX DE03430400360393191272 End-to-End-Ref.: MOB.36				02100		-2.000,00		0,00	
1.880	01700	Bank Girokonto Coba	29.12.17	671	ANNE RICHTER COBADEFFXXX DE03430400360393191272 End-to-End-Ref.: MOB.363.UE.797				01720		2.000,00		0,00	
1.881	01700	Bank Girokonto Coba	29.12.17	1172	<Storno>  ANNE RICHTER COBADEFFXXX DE13500400000931368501 4018490900037289 End-t				01710		-2.000,00		0,00	
1.884	01700	Bank Girokonto Coba	29.12.17	177	<Storno> ANNE RICHTER End-to-End-Ref.: MOB.363.UE.10328 Kundenreferenz: MOB.363.				02100		-2.000,00		0,00	
1.885	01700	Bank Girokonto Coba	29.12.17	177	ANNE RICHTER End-to-End-Ref.: MOB.363.UE.10328 Kundenreferenz: MOB.363.UE.10328				01720	2.000,00			0,00	
2.172	01700	Bank Girokonto Coba	29.12.17	684	<Storno> Auszahlung PT BANK MANDIRI PERS//DENPASAR M/ 2017-12-27T21:48:57 KFN 1 				02105		-162,64		0,00	
2.173	01700	Bank Girokonto Coba	29.12.17	684	Auszahlung PT BANK MANDIRI PERS//DENPASAR M/ 2017-12-27T21:48:57 KFN 1 VJ 2012				01610		162,64		0,00	
2.174	01700	Bank Girokonto Coba	29.12.17	686	<Storno> Auszahlung PT BANK MANDIRI PERS//DENPASAR M/ 2017-12-27T07:46:15 KFN 1 				02105		-162,64		0,00	
2.175	01700	Bank Girokonto Coba	29.12.17	686	Auszahlung PT BANK MANDIRI PERS//DENPASAR M/ 2017-12-27T07:46:15 KFN 1 VJ 2012				01610		162,64		0,00	
2.455	01700	Bank Girokonto Coba	29.12.17	1410	Auszahlung PT BANK MANDIRI PERS//DENPASAR M/ 2017-12-27T21:48:57 KFN 1 VJ 2012				01610	162,64			0,00	
2.457	01700	Bank Girokonto Coba	29.12.17	1412	Auszahlung PT BANK MANDIRI PERS//DENPASAR M/ 2017-12-27T21:48:57 KFN 1 VJ 2012				01460		162,64		0,00	
2.458	01700	Bank Girokonto Coba	29.12.17	1413	Auszahlung PT BANK MANDIRI PERS//DENPASAR M/ 2017-12-27T07:46:15 KFN 1 VJ 2012				01610	162,64			0,00	
2.460	01700	Bank Girokonto Coba	29.12.17	1415	Auszahlung PT BANK MANDIRI PERS//DENPASAR M/ 2017-12-27T07:46:15 KFN 1 VJ 2012				01460		162,64		0,00	
2.256	01700	Bank Girokonto Coba	31.12.17	1226	Korrekturbuchung - Saldo				02129		3.257,74		0,00	
2.522	01710	Bank Kreditkarte Coba	01.01.17	1474	Vortragsaktualisierung				09000		41,98		0,00	
2.523	01710	Bank Kreditkarte Coba	01.01.17	1474	<Storno> Vortragsaktualisierung				09000		-41,98		0,00	
2.524	01710	Bank Kreditkarte Coba	01.01.17	1474	Vortragsaktualisierung				09000	41,98			0,00	
2.525	01710	Bank Kreditkarte Coba	01.01.17	1474	<Storno> Vortragsaktualisierung				09000	-41,98			0,00	
715	01710	Bank Kreditkarte Coba	04.01.17	667	REWE Muenchen/Boge Muenchen				02100		-28,94		0,00	
787	01710	Bank Kreditkarte Coba	04.01.17	667	<Storno> REWE Muenchen/Boge Muenchen				02100		28,94		0,00	
788	01710	Bank Kreditkarte Coba	04.01.17	667	REWE Muenchen/Boge Muenchen				02100		28,94		0,00	
192	01710	Bank Kreditkarte Coba	17.01.17	136	ESSO STATION MUENCHEN MUENCHEN	M-ZO 523			06530		77,46		0,00	
248	01710	Bank Kreditkarte Coba	30.01.17	200	Saldovortrag				01700		106,40		0,00	
714	01710	Bank Kreditkarte Coba	30.01.17	666	Saldovortrag				02100		-106,40		0,00	
997	01710	Bank Kreditkarte Coba	30.01.17	666	<Storno> Saldovortrag				02100		106,40		0,00	
998	01710	Bank Kreditkarte Coba	30.01.17	666	Saldovortrag				02100		106,40		0,00	
2.184	01710	Bank Kreditkarte Coba	30.01.17	666	<Storno> Saldovortrag				02100		-106,40		0,00	
2.526	01710	Bank Kreditkarte Coba	30.01.17	1475	Saldovortrag				01700	106,40			0,00	
698	01710	Bank Kreditkarte Coba	06.02.17	650	LASTSCHRIFTEINZUG				02100		106,40		0,00	
1.978	01710	Bank Kreditkarte Coba	06.02.17	487	Commerzbank AG COMMERZBANK AG 4018490900037289 ABR ECHNUNG KREDITKARTE VOM 30.0				01700	106,40			0,00	
2.001	01710	Bank Kreditkarte Coba	06.02.17	650	<Storno> LASTSCHRIFTEINZUG				02100		-106,40		0,00	
2.002	01710	Bank Kreditkarte Coba	06.02.17	650	LASTSCHRIFTEINZUG				01700		106,40		0,00	
2.253	01710	Bank Kreditkarte Coba	11.02.17	1223	Park Plaza Kudamm, Berlin				02114		169,00		0,00	
699	01710	Bank Kreditkarte Coba	03.03.17	651	Hotel Catharina Paragu Salvador BR - 1295,00 BRL 1 EUR = 3,2275 BRL				02105		-401,24		0,00	
700	01710	Bank Kreditkarte Coba	03.03.17	652	1.50% AUSLANDSEINSATZENTGELT				02105		-6,02		0,00	
1.024	01710	Bank Kreditkarte Coba	03.03.17	651	<Storno> Hotel Catharina Paragu Salvador BR - 1295,00 BRL 1 EUR = 3,2275 BRL				02105		401,24		0,00	
1.025	01710	Bank Kreditkarte Coba	03.03.17	651	Hotel Catharina Paragu Salvador BR - 1295,00 BRL 1 EUR = 3,2275 BRL				02105		401,24		0,00	
1.331	01710	Bank Kreditkarte Coba	03.03.17	652	<Storno> 1.50% AUSLANDSEINSATZENTGELT				02105		6,02		0,00	
1.332	01710	Bank Kreditkarte Coba	03.03.17	652	1.50% AUSLANDSEINSATZENTGELT				02105		6,02		0,00	
701	01710	Bank Kreditkarte Coba	08.03.17	653	LEISURE INVESTMENTS LTD MOMBASA KE - 15.920,00 KES 1 EUR = 106,8866 KES				02100		-148,94		0,00	
702	01710	Bank Kreditkarte Coba	08.03.17	654	1.50% AUSLANDSEINSATZENTGELT				02105		-2,23		0,00	
703	01710	Bank Kreditkarte Coba	08.03.17	655	KWS NAIROBI KE - 2.932,00 KES 1 EUR = 106,8866 KES				02100		-27,43		0,00	
704	01710	Bank Kreditkarte Coba	08.03.17	656	1.50% AUSLANDSEINSATZENTGELT				02105		-0,41		0,00	
1.198	01710	Bank Kreditkarte Coba	08.03.17	653	<Storno> LEISURE INVESTMENTS LTD MOMBASA KE - 15.920,00 KES 1 EUR = 106,8866 KES				02100		148,94		0,00	
1.199	01710	Bank Kreditkarte Coba	08.03.17	653	LEISURE INVESTMENTS LTD MOMBASA KE - 15.920,00 KES 1 EUR = 106,8866 KES				02105		148,94		0,00	
1.308	01710	Bank Kreditkarte Coba	08.03.17	655	<Storno> KWS NAIROBI KE - 2.932,00 KES 1 EUR = 106,8866 KES				02100		27,43		0,00	
1.309	01710	Bank Kreditkarte Coba	08.03.17	655	KWS NAIROBI KE - 2.932,00 KES 1 EUR = 106,8866 KES				02100		27,43		0,00	
1.333	01710	Bank Kreditkarte Coba	08.03.17	656	<Storno> 1.50% AUSLANDSEINSATZENTGELT				02105		0,41		0,00	
1.334	01710	Bank Kreditkarte Coba	08.03.17	656	1.50% AUSLANDSEINSATZENTGELT				02105		0,41		0,00	
1.335	01710	Bank Kreditkarte Coba	08.03.17	654	<Storno> 1.50% AUSLANDSEINSATZENTGELT				02105		2,23		0,00	
1.336	01710	Bank Kreditkarte Coba	08.03.17	654	1.50% AUSLANDSEINSATZENTGELT				02105		2,23		0,00	
2.007	01710	Bank Kreditkarte Coba	08.03.17	655	<Storno> KWS NAIROBI KE - 2.932,00 KES 1 EUR = 106,8866 KES				02100		-27,43		0,00	
2.008	01710	Bank Kreditkarte Coba	08.03.17	655	KWS NAIROBI KE - 2.932,00 KES 1 EUR = 106,8866 KES				02105		27,43		0,00	
705	01710	Bank Kreditkarte Coba	10.03.17	657	TANAPA MARANGU GATE MOSHI TZ - 500,00 USD 1 EUR = 1,0531 USD				02105		-474,79		0,00	
706	01710	Bank Kreditkarte Coba	10.03.17	658	1.50% AUSLANDSEINSATZENTGELT				02105		-7,12		0,00	
1.022	01710	Bank Kreditkarte Coba	10.03.17	657	<Storno> TANAPA MARANGU GATE MOSHI TZ - 500,00 USD 1 EUR = 1,0531 USD				02105		474,79		0,00	
1.023	01710	Bank Kreditkarte Coba	10.03.17	657	TANAPA MARANGU GATE MOSHI TZ - 500,00 USD 1 EUR = 1,0531 USD				02105		474,79		0,00	
1.530	01710	Bank Kreditkarte Coba	10.03.17	658	<Storno> 1.50% AUSLANDSEINSATZENTGELT				02105		7,12		0,00	
1.531	01710	Bank Kreditkarte Coba	10.03.17	658	1.50% AUSLANDSEINSATZENTGELT				02105		7,12		0,00	
707	01710	Bank Kreditkarte Coba	15.03.17	659	MAKTAU GATE NAIROBI KE - 7.005,00 KES 1 EUR = 107,6906 KES				02105		-65,05		0,00	
708	01710	Bank Kreditkarte Coba	15.03.17	660	1.50% AUSLANDSEINSATZENTGELT				02105		-0,98		0,00	
1.030	01710	Bank Kreditkarte Coba	15.03.17	659	<Storno> MAKTAU GATE NAIROBI KE - 7.005,00 KES 1 EUR = 107,6906 KES				02105		65,05		0,00	
1.031	01710	Bank Kreditkarte Coba	15.03.17	659	MAKTAU GATE NAIROBI KE - 7.005,00 KES 1 EUR = 107,6906 KES				02105		65,05		0,00	
1.731	01710	Bank Kreditkarte Coba	15.03.17	660	<Storno> 1.50% AUSLANDSEINSATZENTGELT				02105		0,98		0,00	
1.732	01710	Bank Kreditkarte Coba	15.03.17	660	1.50% AUSLANDSEINSATZENTGELT				02105		0,98		0,00	
709	01710	Bank Kreditkarte Coba	21.03.17	661	BOSS Outlet Ingolstadt - Ingolstadt				02100		-500,00		0,00	
1.005	01710	Bank Kreditkarte Coba	21.03.17	661	<Storno> BOSS Outlet Ingolstadt - Ingolstadt				02100		500,00		0,00	
1.006	01710	Bank Kreditkarte Coba	21.03.17	661	BOSS Outlet Ingolstadt - Ingolstadt				02100		500,00		0,00	
2.502	01710	Bank Kreditkarte Coba	21.03.17	1454	BOSS Outlet Ingolstadt - Ingolstadt				02100	500,00			0,00	
2.503	01710	Bank Kreditkarte Coba	21.03.17	1455	1681 - BOSS Outlet Ingolstadt - Ingolstadt				02114		500,00		0,00	
96	01710	Bank Kreditkarte Coba	22.03.17	88	Kartenzahlung AGIP ASCHHEIM, EICHENDORFFSTR.20//A 2017-03-21T14:22:11 KFN 1 VJ 2	M-ZO 523			06530		49,55		0,00	
97	01710	Bank Kreditkarte Coba	22.03.17	88	<Storno> Kartenzahlung AGIP ASCHHEIM, EICHENDORFFSTR.20//A 2017-03-21T14:22:11 K	M-ZO 523			06530		-49,55		0,00	
238	01710	Bank Kreditkarte Coba	27.03.17	189	ZAHLUNG ERHALTEN - DANKE				01700		5.000,00		0,00	
1.869	01710	Bank Kreditkarte Coba	27.03.17	407	ANNE RICHTER COBADEFFXXX DE13500400000931368501 4018490900037289 End-to-End-Ref				01700	5.000,00			0,00	
241	01710	Bank Kreditkarte Coba	29.03.17	192	Saldovortrag				01700		3.365,79		0,00	
579	01710	Bank Kreditkarte Coba	31.03.17	531	1.50% AUSLANDSEINSATZENTGELT				02105		-8,07		0,00	
580	01710	Bank Kreditkarte Coba	31.03.17	532	MONTE PASCOAL PRAIA SALVADOR 508				02105		-538,14		0,00	
1.003	01710	Bank Kreditkarte Coba	31.03.17	532	<Storno> MONTE PASCOAL PRAIA SALVADOR 508				02105		538,14		0,00	
1.004	01710	Bank Kreditkarte Coba	31.03.17	532	MONTE PASCOAL PRAIA SALVADOR 508				02105		538,14		0,00	
1.705	01710	Bank Kreditkarte Coba	31.03.17	531	<Storno> 1.50% AUSLANDSEINSATZENTGELT				02105		8,07		0,00	
1.706	01710	Bank Kreditkarte Coba	31.03.17	531	1.50% AUSLANDSEINSATZENTGELT				02105		8,07		0,00	
576	01710	Bank Kreditkarte Coba	03.04.17	528	1.50% AUSLANDSEINSATZENTGELT				02105		-1,46		0,00	
577	01710	Bank Kreditkarte Coba	03.04.17	529	ENTGELT BARGELDAUSZAHLUNG				06855		-5,98		0,00	
578	01710	Bank Kreditkarte Coba	03.04.17	530	TECBAN SELECT CHAMI SALVADOR 508				02105		-97,05		0,00	
1.122	01710	Bank Kreditkarte Coba	03.04.17	530	<Storno> TECBAN SELECT CHAMI SALVADOR 508				02105		97,05		0,00	
1.123	01710	Bank Kreditkarte Coba	03.04.17	530	TECBAN SELECT CHAMI SALVADOR 508				02105		97,05		0,00	
1.616	01710	Bank Kreditkarte Coba	03.04.17	529	<Storno> ENTGELT BARGELDAUSZAHLUNG				06855		5,98		0,00	
1.617	01710	Bank Kreditkarte Coba	03.04.17	529	ENTGELT BARGELDAUSZAHLUNG				06855		5,98		0,00	
1.618	01710	Bank Kreditkarte Coba	03.04.17	1049	ENTGELT BARGELDAUSZAHLUNG				06855		5,98		0,00	
1.737	01710	Bank Kreditkarte Coba	03.04.17	528	<Storno> 1.50% AUSLANDSEINSATZENTGELT				02105		1,46		0,00	
1.738	01710	Bank Kreditkarte Coba	03.04.17	528	1.50% AUSLANDSEINSATZENTGELT				02105		1,46		0,00	
2.119	01710	Bank Kreditkarte Coba	03.04.17	529	<Storno> ENTGELT BARGELDAUSZAHLUNG				06855		-5,98		0,00	
573	01710	Bank Kreditkarte Coba	11.04.17	525	GOOGLE *OruxMaps g.co/payhelp006				02105		-2,98		0,00	
574	01710	Bank Kreditkarte Coba	11.04.17	526	ERP CERTIFICATI TEACHABLE.CO400				06821		-16,92		0,00	
575	01710	Bank Kreditkarte Coba	11.04.17	527	1.50% AUSLANDSEINSATZENTGELT				06821		-0,25		0,00	
1.532	01710	Bank Kreditkarte Coba	11.04.17	526	<Storno> ERP CERTIFICATI TEACHABLE.CO400				06821		16,92		0,00	
1.533	01710	Bank Kreditkarte Coba	11.04.17	526	ERP CERTIFICATI TEACHABLE.CO400				06821		16,92		0,00	
1.711	01710	Bank Kreditkarte Coba	11.04.17	527	<Storno> 1.50% AUSLANDSEINSATZENTGELT				06821		0,25		0,00	
1.712	01710	Bank Kreditkarte Coba	11.04.17	527	1.50% AUSLANDSEINSATZENTGELT				06821		0,25		0,00	
1.723	01710	Bank Kreditkarte Coba	11.04.17	525	<Storno> GOOGLE *OruxMaps g.co/payhelp006				02105		2,98		0,00	
1.724	01710	Bank Kreditkarte Coba	11.04.17	525	GOOGLE *OruxMaps g.co/payhelp006				02105		2,98		0,00	
2.094	01710	Bank Kreditkarte Coba	11.04.17	525	<Storno> GOOGLE *OruxMaps g.co/payhelp006				02105		-2,98		0,00	
2.095	01710	Bank Kreditkarte Coba	11.04.17	525	GOOGLE *OruxMaps g.co/payhelp006				02111		2,98		0,00	
242	01710	Bank Kreditkarte Coba	16.04.17	193	Saldovortrag				01700		2.694,94		0,00	
159	01710	Bank Kreditkarte Coba	05.05.17	146	AMAZON.DE AMAZON.DE 018		Drucker		06495		87,90		0,00	
167	01710	Bank Kreditkarte Coba	05.05.17	153	Amazon DE Marketplace 800-279-6620018		Drucker		06495		149,90		0,00	
175	01710	Bank Kreditkarte Coba	08.05.17	160	AMAZON.DE AMAZON.DE 018		Drucker		06495		327,44		0,00	
2.494	01710	Bank Kreditkarte Coba	08.05.17	1446	AMAZON.DE		Drucker		06495	327,44			0,00	
2.495	01710	Bank Kreditkarte Coba	08.05.17	1447	789 - AMAZON.DE		Drucker		06845		327,44		0,00	
56	01710	Bank Kreditkarte Coba	15.05.17	51	HSO*BS DIGITALCOMMERCE ESDOWNLOAD.D018	Windows 10			06495		16,90		0,00	
538	01710	Bank Kreditkarte Coba	22.05.17	490	PEARL.DE BUGGINGEN 000				06495		-121,85		0,00	
1.251	01710	Bank Kreditkarte Coba	22.05.17	490	<Storno> PEARL.DE BUGGINGEN 000				06495		121,85		0,00	
1.252	01710	Bank Kreditkarte Coba	22.05.17	490	PEARL.DE BUGGINGEN 000				06495		121,85		0,00	
244	01710	Bank Kreditkarte Coba	30.05.17	195	Saldovortrag				01700		1.990,95		0,00	
539	01710	Bank Kreditkarte Coba	06.06.17	491	Amazon Prime Gebuehr amzn.de/info018				02100		-69,00		0,00	
967	01710	Bank Kreditkarte Coba	06.06.17	491	<Storno> Amazon Prime Gebuehr amzn.de/info018				02100		69,00		0,00	
968	01710	Bank Kreditkarte Coba	06.06.17	491	Amazon Prime Gebuehr amzn.de/info018				02100		69,00		0,00	
1.858	01710	Bank Kreditkarte Coba	06.06.17	491	<Storno> Amazon Prime Gebuehr amzn.de/info018				02100		-69,00		0,00	
1.859	01710	Bank Kreditkarte Coba	06.06.17	491	Amazon Prime Gebuehr amzn.de/info018				06800		69,00		0,00	
1.860	01710	Bank Kreditkarte Coba	06.06.17	491	<Storno> Amazon Prime Gebuehr amzn.de/info018				06800		-69,00		0,00	
1.861	01710	Bank Kreditkarte Coba	06.06.17	1169	Amazon Prime Gebuehr amzn.de/info018				06800		69,00		0,00	
40	01710	Bank Kreditkarte Coba	12.06.17	35	Amazon Downloads Amazon.DE 018	Quicken-Steuer 2017			06495		10,99		0,00	
26	01710	Bank Kreditkarte Coba	22.06.17	23	PAYPAL *SOFT BILLIG 35314369001 006				00144		60,00		0,00	
207	01710	Bank Kreditkarte Coba	22.06.17	23	<Storno> PAYPAL *SOFT BILLIG 35314369001 006				00144		-60,00		0,00	
208	01710	Bank Kreditkarte Coba	22.06.17	23	PAYPAL *SOFT BILLIG 35314369001 006	Office 2010			06837		60,00		0,00	
245	01710	Bank Kreditkarte Coba	28.06.17	196	Saldovortrag				01700		1.850,96		0,00	
710	01710	Bank Kreditkarte Coba	28.06.17	662	Saldovortrag				02100		1.850,96		0,00	
2.183	01710	Bank Kreditkarte Coba	28.06.17	662	<Storno> Saldovortrag				02100		-1.850,96		0,00	
542	01710	Bank Kreditkarte Coba	29.06.17	494	GOOGLE *appfour GmbH g.co/payhelp006				06837		-23,99		0,00	
1.464	01710	Bank Kreditkarte Coba	29.06.17	494	<Storno> GOOGLE *appfour GmbH g.co/payhelp006				06837		23,99		0,00	
1.465	01710	Bank Kreditkarte Coba	29.06.17	494	GOOGLE *appfour GmbH g.co/payhelp006				06837		23,99		0,00	
27	01710	Bank Kreditkarte Coba	03.07.17	24	PAYPAL *SOFT BILLIG 35314369001 006				00144		60,00		0,00	
28	01710	Bank Kreditkarte Coba	03.07.17	25	PAYPAL *IMMOBILIENS 36 35314369001 006		Wohnungssuche		06430		29,95		0,00	
29	01710	Bank Kreditkarte Coba	03.07.17	25	<Storno> PAYPAL *IMMOBILIENS 36 35314369001 006		Wohnungssuche		06430		-29,95		0,00	
205	01710	Bank Kreditkarte Coba	03.07.17	24	<Storno> PAYPAL *SOFT BILLIG 35314369001 006				00144		-60,00		0,00	
206	01710	Bank Kreditkarte Coba	03.07.17	24	PAYPAL *SOFT BILLIG 35314369001 006	Office 2010			06837		60,00		0,00	
541	01710	Bank Kreditkarte Coba	03.07.17	493	Amazon DE Marketplace 800-279-6620018				06495		-11,50		0,00	
1.619	01710	Bank Kreditkarte Coba	03.07.17	493	<Storno> Amazon DE Marketplace 800-279-6620018				06495		11,50		0,00	
1.620	01710	Bank Kreditkarte Coba	03.07.17	493	Amazon DE Marketplace 800-279-6620018				06495		11,50		0,00	
540	01710	Bank Kreditkarte Coba	04.07.17	492	AMAZON.DE AMAZON.DE 018				06495		-69,99		0,00	
1.138	01710	Bank Kreditkarte Coba	04.07.17	492	<Storno> AMAZON.DE AMAZON.DE 018				06495		69,99		0,00	
1.139	01710	Bank Kreditkarte Coba	04.07.17	492	AMAZON.DE AMAZON.DE 018				06495		69,99		0,00	
1.853	01710	Bank Kreditkarte Coba	10.07.17	185	Amazon Prime Gebuehr amzn.de/info018 - Versandgeb¸hr				02100		57,96		0,00	
1.854	01710	Bank Kreditkarte Coba	10.07.17	185	<Storno> Amazon Prime Gebuehr amzn.de/info018 - Versandgeb¸hr				02100		-57,96		0,00	
1.855	01710	Bank Kreditkarte Coba	10.07.17	185	Amazon Prime Gebuehr amzn.de/info018 - Versandgeb¸hr				06855		57,96		0,00	
1.856	01710	Bank Kreditkarte Coba	10.07.17	185	<Storno> Amazon Prime Gebuehr amzn.de/info018 - Versandgeb¸hr				06855		-57,96		0,00	
1.857	01710	Bank Kreditkarte Coba	10.07.17	1168	Amazon Prime Gebuehr amzn.de/info018 - Versandgeb¸hr				06800		57,96		0,00	
1.862	01710	Bank Kreditkarte Coba	10.07.17	1168	<Storno> Amazon Prime Gebuehr amzn.de/info018 - Versandgeb¸hr				06800		-57,96		0,00	
1.863	01710	Bank Kreditkarte Coba	10.07.17	1168	Amazon Prime Gebuehr amzn.de/info018 - Versandgeb¸hr				06800		57,96		0,00	
2.176	01710	Bank Kreditkarte Coba	10.07.17	185	Amazon Prime Gebuehr amzn.de/info018				06800		57,96		0,00	
2.177	01710	Bank Kreditkarte Coba	10.07.17	1168	<Storno> Amazon Prime Gebuehr amzn.de/info018 - Versandgeb¸hr				06800		-57,96		0,00	
30	01710	Bank Kreditkarte Coba	14.07.17	26	PAYPAL *IMMOBILIENS 36 35314369001 006		Wohnungssuche		06430		29,95		0,00	
37	01710	Bank Kreditkarte Coba	14.07.17	26	<Storno> PAYPAL *IMMOBILIENS 36 35314369001 006		Wohnungssuche		06430		-29,95		0,00	
38	01710	Bank Kreditkarte Coba	14.07.17	33	PAYPAL *IMMOBILIENS 36 35314369001 006	M-ZO 523	Auto - Parken		06430		29,95		0,00	
2.150	01710	Bank Kreditkarte Coba	14.07.17	33	<Storno> PAYPAL *IMMOBILIENS 36 35314369001 006	M-ZO 523	Auto - Parken		06430		-29,95		0,00	
2.151	01710	Bank Kreditkarte Coba	14.07.17	33	PAYPAL *IMMOBILIENS 36 35314369001 006				06430		29,95		0,00	
21	01710	Bank Kreditkarte Coba	19.07.17	19	EaseUS Partition Master Server Free lifetime upgrade 12.0 - #115880314				00144		285,60		0,00	
209	01710	Bank Kreditkarte Coba	19.07.17	19	<Storno> EaseUS Partition Master Server Free lifetime upgrade 12.0 - #115880314				00144		-285,60		0,00	
210	01710	Bank Kreditkarte Coba	20.07.17	19	EaseUS Partition Master Server Free lifetime upgrade 12.0 - #115880314	SQL Server Master			06837		285,60		0,00	
212	01710	Bank Kreditkarte Coba	20.07.17	20	PAYPAL *MICROSOFT STOR 35314369001 006	Micro Office 365			06837		99,00		0,00	
214	01710	Bank Kreditkarte Coba	20.07.17	21	EaseUS Partition Master Professional Free lifetime upgrade 12.0 - #115877157	Partition Master			06837		65,39		0,00	
1.837	01710	Bank Kreditkarte Coba	20.07.17	20	<Storno> PAYPAL *MICROSOFT STOR 35314369001 006	Micro Office 365			06837		-99,00		0,00	
32	01710	Bank Kreditkarte Coba	24.07.17	28	PAYPAL *VODAFONEKAB 35314369001 006				06805		4,99		0,00	
33	01710	Bank Kreditkarte Coba	24.07.17	29	PAYPAL *HOTSPOT 35314369001 000				06805		4,95		0,00	
150	01710	Bank Kreditkarte Coba	24.07.17	139	PAYPAL *BOOKING.COM 35314369001 006	SAP Lehrgang			06670		80,96		0,00	
197	01710	Bank Kreditkarte Coba	24.07.17	28	<Storno> PAYPAL *VODAFONEKAB 35314369001 006				06805		-4,99		0,00	
198	01710	Bank Kreditkarte Coba	24.07.17	28	PAYPAL *VODAFONEKAB 35314369001 006				06810		4,99		0,00	
199	01710	Bank Kreditkarte Coba	24.07.17	29	<Storno> PAYPAL *HOTSPOT 35314369001 000				06805		-4,95		0,00	
200	01710	Bank Kreditkarte Coba	24.07.17	29	PAYPAL *HOTSPOT 35314369001 000				06810		4,95		0,00	
1.838	01710	Bank Kreditkarte Coba	24.07.17	20	PAYPAL *MICROSOFT STOR 35314369001 006	Micro Office 365			06837		99,00		0,00	
22	01710	Bank Kreditkarte Coba	27.07.17	20	PAYPAL *MICROSOFT STOR 35314369001 006				00144		99,00		0,00	
23	01710	Bank Kreditkarte Coba	27.07.17	21	EaseUS Partition Master Professional Free lifetime upgrade 12.0 - #115877157				00144		65,39		0,00	
24	01710	Bank Kreditkarte Coba	27.07.17	22	PAYPAL *CLEVERBRIDG 35314369001 000				00144		60,00		0,00	
25	01710	Bank Kreditkarte Coba	27.07.17	22	<Storno> PAYPAL *CLEVERBRIDG 35314369001 000				00144		-60,00		0,00	
211	01710	Bank Kreditkarte Coba	27.07.17	20	<Storno> PAYPAL *MICROSOFT STOR 35314369001 006				00144		-99,00		0,00	
213	01710	Bank Kreditkarte Coba	27.07.17	21	<Storno> EaseUS Partition Master Professional Free lifetime upgrade 12.0 - #1158				00144		-65,39		0,00	
246	01710	Bank Kreditkarte Coba	31.07.17	197	Saldovortrag				01700		1.202,55		0,00	
711	01710	Bank Kreditkarte Coba	31.07.17	663	Saldovortrag				02100		1.202,55		0,00	
2.182	01710	Bank Kreditkarte Coba	31.07.17	663	<Storno> Saldovortrag				02100		-1.202,55		0,00	
106	01710	Bank Kreditkarte Coba	14.08.17	97	ESTA APPLICATION Gibraltar 044		ESTA / Visa		06641		54,00		0,00	
201	01710	Bank Kreditkarte Coba	14.08.17	97	<Storno> ESTA APPLICATION Gibraltar 044		ESTA / Visa		06641		-54,00		0,00	
