Buchungsnummer	Kontonummer	Kontobezeichnung	Belegdatum	Belegnummer	Buchungstext	Kostenträger 	Kostenstelle 	Gegenkonto	Sollbetrag EUR	Habenbetrag EUR	USt-Konto	USt-%	SPLIT
362	01740	Bank Ing Diba	25.02.20	291	OLB NR8676167015 WIEN ATKAUFUMSATZ21.02115224ARN74548180054120001165245			02100		2,05		0,00	
363	01740	Bank Ing Diba	25.02.20	289	<Storno> OLB NR8676167015 WIEN ATKAUFUMSATZ21.02101511ARN74548180054120001165229			06642		-6,15		0,00	
364	01740	Bank Ing Diba	25.02.20	292	OLB NR8676167015 WIEN ATKAUFUMSATZ21.02101511ARN74548180054120001165229			02100		6,15		0,00	
365	01740	Bank Ing Diba	25.02.20	290	<Storno> OLB NR8676167015 WIEN ATKAUFUMSATZ21.02101446ARN74548180054120001165211			06642		-6,15		0,00	
366	01740	Bank Ing Diba	25.02.20	293	OLB NR8676167015 WIEN ATKAUFUMSATZ21.02101446ARN74548180054120001165211			02100		6,15		0,00	
254	01740	Bank Ing Diba	27.02.20	216	OLB Ibis Wien City//Wien/AT/1 2020.02.25T08.39.58 Folgenr.000 Verfalld.202			02105		65,00		0,00	
421	01740	Bank Ing Diba	27.02.20	216	<Storno> OLB Ibis Wien City//Wien/AT/1 2020.02.25T08.39.58 Folgenr.000 Verfalld.			02105		-65,00		0,00	
422	01740	Bank Ing Diba	27.02.20	319	OLB Ibis Wien City//Wien/AT/1 2020.02.25T08.39.58 Folgenr.000 Verfalld.202	M-R 7408		06673		65,00		0,00	
268	01740	Bank Ing Diba	28.02.20	227	OLB privat			01460	300,00			0,00	
283	01740	Bank Ing Diba	03.03.20	242	OLB NR8676167015 DIGITALOCEA USKURS 1,0949000KAUFUMSATZ01.03 34,33143250AR	Digital Ocean		06495		31,35		0,00	
284	01740	Bank Ing Diba	03.03.20	243	OLB VISA 4546 XXXX XXXX 70151,75%AUSLANDSEINSATZENTGELTVISA CARD (DEBITKAR	Digital Ocean		06855		0,55		0,00	
452	01740	Bank Ing Diba	06.03.20	342	OLB NR8676167015 FRANKFURTKAUFUMSATZ05.03013030ARN74208470065000001769746			02102		5,80		0,00	
553	01740	Bank Ing Diba	06.03.20	342	<Storno> OLB NR8676167015 FRANKFURTKAUFUMSATZ05.03013030ARN742084700650000017697			02102		-5,80		0,00	
554	01740	Bank Ing Diba	06.03.20	440	OLB NR8676167015 FRANKFURTKAUFUMSATZ05.03013030ARN74208470065000001769746			02100		5,80		0,00	
454	01740	Bank Ing Diba	11.03.20	344	OLB NR8676167015 75PARIS FRKAUFUMSATZ09.03003933ARN74974000069881599701503			06680		90,88		0,00	
455	01740	Bank Ing Diba	12.03.20	345	OLB NR8676167015 75PARIS FRKAUFUMSATZ09.03103332ARN74974000070881860701502			06680		86,43		0,00	
456	01740	Bank Ing Diba	13.03.20	346	OLB NR8676167015 75PARIS FRKAUFUMSATZ10.03112752ARN74974000071881600701506			06680		86,43		0,00	
453	01740	Bank Ing Diba	16.03.20	343	OLB LE MUSSET//PARIS/FR/1 2020.03.12T14.46.18 Folgenr.000 Verfalld.2099.12			02102		8,00		0,00	
457	01740	Bank Ing Diba	16.03.20	347	OLB NR8676167015 75PARIS FRKAUFUMSATZ11.03104737ARN74974000072881828701501			06680		90,88		0,00	
573	01740	Bank Ing Diba	16.03.20	343	<Storno> OLB LE MUSSET//PARIS/FR/1 2020.03.12T14.46.18 Folgenr.000 Verfalld.2099			02102		-8,00		0,00	
574	01740	Bank Ing Diba	16.03.20	450	OLB LE MUSSET//PARIS/FR/1 2020.03.12T14.46.18 Folgenr.000 Verfalld.2099.12			06642		8,00		0,00	
664	01740	Bank Ing Diba	16.03.20	450	<Storno> OLB LE MUSSET//PARIS/FR/1 2020.03.12T14.46.18 Folgenr.000 Verfalld.2099			06642		-8,00		0,00	
665	01740	Bank Ing Diba	16.03.20	498	OLB LE MUSSET//PARIS/FR/1 2020.03.12T14.46.18 Folgenr.000 Verfalld.2099.12			06642		8,00		0,00	
451	01740	Bank Ing Diba	24.03.20	341	OLB privat			01460	500,00			0,00	
522	01740	Bank Ing Diba	31.03.20	412	OLB			06855		0,95		0,00	
523	01740	Bank Ing Diba	01.04.20	413	OLB WIENER FEINBAECKER HEBERER//FRANKFURT/DE 2020.03.31T10.56.34 Folgenr.0			02112		4,95		0,00	
613	01740	Bank Ing Diba	01.04.20	413	<Storno> OLB WIENER FEINBAECKER HEBERER//FRANKFURT/DE 2020.03.31T10.56.34 Folgen			02112		-4,95		0,00	
614	01740	Bank Ing Diba	01.04.20	469	OLB WIENER FEINBAECKER HEBERER//FRANKFURT/DE 2020.03.31T10.56.34 Folgenr.0			06642		4,95		0,00	
547	01740	Bank Ing Diba	02.04.20	436	OLB NR8676167015 INTERNET GBKAUFUMSATZ31.03111724ARN7406418009204002803273	Google		06495		104,99		0,00	
545	01740	Bank Ing Diba	03.04.20	434	OLB VISA 4546 XXXX XXXX 70151,75%AUSLANDSEINSATZENTGELTVISA CARD (DEBITKAR	Digital Ocean		06855		0,86		0,00	
546	01740	Bank Ing Diba	03.04.20	435	OLB NR8676167015 DIGITALOCEA USKURS 1,0901000KAUFUMSATZ01.04 53,55123302AR	Digital Ocean		06495		49,12		0,00	
755	01740	Bank Ing Diba	05.05.20	570	OLB NR8676167015 DIGITALOCEA USKURS 1,0933000KAUFUMSATZ01.05 53,55070420AR	Digital Ocean		06495		48,98		0,00	
756	01740	Bank Ing Diba	05.05.20	571	OLB VISA 4546 XXXX XXXX 70151,75%AUSLANDSEINSATZENTGELTVISA CARD (DEBITKAR	Digital Ocean		06855		0,86		0,00	
785	01740	Bank Ing Diba	14.05.20	591	OLB ALLGUTH Unterfohring//Unterfohring/DE 2020.05.13T12.59.22 Folgenr.000V	M-R 7408		06530		51,02		0,00	
786	01740	Bank Ing Diba	15.05.20	592	OLB privat			01460	500,00			0,00	
787	01740	Bank Ing Diba	19.05.20	593	OLB NR8676167015 MUNCHENKAUFUMSATZ16.05144835ARN74036010137001802170593	Mobil Strom		06325		0,04		0,00	
828	01740	Bank Ing Diba	03.06.20	634	OLB NR8676167015 DIGITALOCEA USKURS 1,1094000KAUFUMSATZ01.06 91,07114521AR	Digital Ocean		06495		82,09		0,00	
829	01740	Bank Ing Diba	03.06.20	635	OLB VISA 4546 XXXX XXXX 70151,75%AUSLANDSEINSATZENTGELTVISA CARD (DEBITKAR	Digital Ocean		06855		1,44		0,00	
830	01740	Bank Ing Diba	04.06.20	636	OLB Kontofuehrungsentgelt 05/2020			06855		4,90		0,00	
8	01750	Bank Kreditkarte2 Coba	01.01.20	8	EB-Wert			09000	2.334,41			0,00	
80	02100	Privatentnahmen allgemein	30.01.20	78	OLB FRISEUR BLATTER GIR 69198119//MUENC2020-01-29T17:50:12 KFN 1 VJ 2012 K			01700	38,00			0,00	
362	02100	Privatentnahmen allgemein	25.02.20	291	OLB NR8676167015 WIEN ATKAUFUMSATZ21.02115224ARN74548180054120001165245			01740	2,05			0,00	
364	02100	Privatentnahmen allgemein	25.02.20	292	OLB NR8676167015 WIEN ATKAUFUMSATZ21.02101511ARN74548180054120001165229			01740	6,15			0,00	
366	02100	Privatentnahmen allgemein	25.02.20	293	OLB NR8676167015 WIEN ATKAUFUMSATZ21.02101446ARN74548180054120001165211			01740	6,15			0,00	
277	02100	Privatentnahmen allgemein	02.03.20	236	OLB 260220AC859336 - Fahrkosten Rettungswagen 16.09.2019 - Anne Richter -			01700	10,00			0,00	
554	02100	Privatentnahmen allgemein	06.03.20	440	OLB NR8676167015 FRANKFURTKAUFUMSATZ05.03013030ARN74208470065000001769746			01740	5,80			0,00	
536	02100	Privatentnahmen allgemein	31.03.20	426	OLB Referenz 27031819102533323126505400065054404Mandat 6505440417952003271			01730	5,99			0,00	
631	02100	Privatentnahmen allgemein	31.03.20	426	<Storno> OLB Referenz 27031819102533323126505400065054404Mandat 6505440417952003			01730	-5,99			0,00	
533	02100	Privatentnahmen allgemein	01.04.20	423	OLB APOTHEKE AM ZOO DANKT//FRANKFURT/DE2020-03-31T17:25:17 KFN 1 VJ 2012 K			01700	12,10			0,00	
723	02100	Privatentnahmen allgemein	22.04.20	544	OLB APOTHEKE AM ZOO DANKT//FRANKFURT/DE2020-04-21T17:11:14 KFN 1 VJ 2012 K			01700	8,95			0,00	
815	02100	Privatentnahmen allgemein	27.05.20	621	OLB DIRK ROSSMANN GMBH//CHEMNITZ/DE 2020-05-26T10:57:27 KFN 1 VJ 2012 Kart			01700	3,05			0,00	
816	02100	Privatentnahmen allgemein	27.05.20	622	OLB HERZ APOTHEKE GIR 69167588//CHEMNIT2020-05-26T11:01:37 KFN 1 VJ 2012 K			01700	3,74			0,00	
824	02100	Privatentnahmen allgemein	27.05.20	630	OLB 250514571032583201220025080 ELV65024523 25.05 14.57 ME1			01700	8,69			0,00	
825	02100	Privatentnahmen allgemein	05.06.20	631	OLB PP.2280.PP . Dittmer GBR Handwerk, Ihr Einkauf bei Dittmer GBR Handwer			01700	14,90			0,00	
503	02101	Privat Tanken	24.03.20	393	OLB STAR TST//CHEMNITZ/DE 2020-03-23T09:59:21 KFN 1 VJ 2012 Kartenzahlung			01700	41,55			0,00	
759	02101	Privat Tanken	06.05.20	573	Q1 Tankstelle Schwarzenberg			01600	29,18			0,00	
835	02101	Privat Tanken	08.06.20	639	Agip Aschheim			01600	95,64			0,00	
10	02102	Privat Restaurant	02.01.20	10	OLB Asiagarden//Aschheim/DE 2019.12.30T19.22.29 Folgenr.000 Verfalld.2022.			01740	21,90			0,00	
26	02102	Privat Restaurant	06.01.20	26	OLB PADULA GASTSTAETTENBETRIEB//MUENCHE2020-01-04T20:42:36 KFN 1 VJ 2012 K			01700	30,00			0,00	
57	02102	Privat Restaurant	08.01.20	57	OLB Celona Nuernberg//Frankfurt/DE 2020-01-06T22:24:05 KFN 1 VJ 2012 Karte			01700	35,00			0,00	
107	02102	Privat Restaurant	08.01.20	57	<Storno> OLB Celona Nuernberg//Frankfurt/DE 2020-01-06T22:24:05 KFN 1 VJ 2012 Ka			01700	-35,00			0,00	
33	02102	Privat Restaurant	13.01.20	33	OLB MUSEUMSHAFEN CAFE GIR 69183424//HAM2020-01-10T21:09:32 KFN 1 VJ 2012 K			01700	25,60			0,00	
50	02102	Privat Restaurant	13.01.20	50	OLB ABION SPREEBOGEN WATERSI ABIONHOTEL2020-01-11T16:52:30 KFN 1 VJ 2012 K			01700	13,00			0,00	
117	02102	Privat Restaurant	13.01.20	33	<Storno> OLB MUSEUMSHAFEN CAFE GIR 69183424//HAM2020-01-10T21:09:32 KFN 1 VJ 201			01700	-25,60			0,00	
122	02102	Privat Restaurant	13.01.20	50	<Storno> OLB ABION SPREEBOGEN WATERSI ABIONHOTEL2020-01-11T16:52:30 KFN 1 VJ 201			01700	-13,00			0,00	
49	02102	Privat Restaurant	14.01.20	49	OLB Sveda - Great Food . D//Berlin/DE/02020-01-12T16:29:46 KFN 1 VJ 2012 K			01700	11,40			0,00	
113	02102	Privat Restaurant	14.01.20	49	<Storno> OLB Sveda - Great Food . D//Berlin/DE/02020-01-12T16:29:46 KFN 1 VJ 201			01700	-11,40			0,00	
51	02102	Privat Restaurant	16.01.20	51	OLB VIA SCHANKHALLE GGMBH GIR 69032007/2020-01-15T19:35:04 KFN 1 VJ 2012 K			01700	7,00			0,00	
120	02102	Privat Restaurant	16.01.20	51	<Storno> OLB VIA SCHANKHALLE GGMBH GIR 69032007/2020-01-15T19:35:04 KFN 1 VJ 201			01700	-7,00			0,00	
39	02102	Privat Restaurant	17.01.20	39	OLB Sportalm//Muenchen-Flughafen/DE 2020-01-16T14:12:29 KFN 1 VJ 2012 Kart			01700	11,90			0,00	
46	02102	Privat Restaurant	20.01.20	46	OLB CIAO BELLA//MUENCHEN/DE 2020-01-18T21:52:49 KFN 1 VJ 2012 Kartenzahlun			01700	11,40			0,00	
47	02102	Privat Restaurant	20.01.20	47	OLB ATR Gastronomie GmbH//MUNCHEN/DE 2020-01-17T20:13:14 KFN 1 VJ 2012 Kar			01700	26,10			0,00	
65	02102	Privat Restaurant	27.01.20	63	OLB Airbraeu MAC//Muenchen-Flughafen/DE2020-01-25T23:03:07 KFN 1 VJ 2012 K			01700	3,10			0,00	
70	02102	Privat Restaurant	27.01.20	68	OLB KLOSTERBRAUSTUBERL REUTBERG//Sachse2020-01-25T18:08:53 KFN 1 VJ 2012 K			01700	25,50			0,00	
61	02102	Privat Restaurant	28.01.20	59	OLB COFFEE FELLOWS MUENCHEN GIR 69138903//MUENCHEN/DE 2020.01.27T17.36.13F			01740	7,40			0,00	
124	02102	Privat Restaurant	03.02.20	109	OLB TOS-GASTRO GMBH//MUENCHEN/DE 2020-01-31T16:45:23 KFN 1 VJ 2012 Kartenz			01700	3,95			0,00	
125	02102	Privat Restaurant	03.02.20	110	OLB TOS-GASTRO GMBH//MUENCHEN/DE 2020-01-31T19:25:15 KFN 1 VJ 2012 Kartenz			01700	3,95			0,00	
128	02102	Privat Restaurant	03.02.20	113	OLB MAX RISCHARTS BACKHAUSKG GIR 692642020-02-02T18:37:36 KFN 1 VJ 2012 Ka			01700	21,10			0,00	
129	02102	Privat Restaurant	03.02.20	114	OLB PADULA GASTSTAETTENBETRIEB//MUENCHE2020-02-01T19:43:25 KFN 1 VJ 2012 K			01700	23,50			0,00	
131	02102	Privat Restaurant	04.02.20	116	OLB TOS-GASTRO GMBH//MUENCHEN/DE 2020-02-03T17:48:06 KFN 1 VJ 2012 Kartenz			01700	4,45			0,00	
167	02102	Privat Restaurant	05.02.20	136	OLB MAX RISCHARTS BACKHAUSKG GIR 692642020-02-04T14:36:13 KFN 1 VJ 2012 Ka			01700	24,80			0,00	
170	02102	Privat Restaurant	06.02.20	139	OLB PADULA GASTSTAETTENBETRIEB//MUENCHE2020-02-04T19:49:45 KFN 1 VJ 2012 K			01700	27,70			0,00	
173	02102	Privat Restaurant	10.02.20	142	OLB Chocolaterie Beluga 1//Munchen/DE/02020-02-06T13:35:56 KFN 1 VJ 2012 K			01700	16,90			0,00	
174	02102	Privat Restaurant	10.02.20	143	OLB MAX RISCHARTS BACKHAUSKG GIR 692642020-02-06T17:40:49 KFN 1 VJ 2012 Ka			01700	17,80			0,00	
178	02102	Privat Restaurant	11.02.20	147	OLB MONSALVY GIR 79975050//ASCHHEIM/DE 2020-02-10T18:00:02 KFN 1 VJ 2012 K			01700	12,35			0,00	
183	02102	Privat Restaurant	13.02.20	152	OLB 01665 MCDONALDS//FRANKFURT MAIN/DE 2020-02-12T20:03:01KFN 1 VJ 2012 Ka			01700	2,69			0,00	
186	02102	Privat Restaurant	13.02.20	155	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-11T22:5			01700	22,20			0,00	
187	02102	Privat Restaurant	13.02.20	156	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-11T15:1			01700	25,70			0,00	
387	02102	Privat Restaurant	13.02.20	152	<Storno> OLB 01665 MCDONALDS//FRANKFURT MAIN/DE 2020-02-12T20:03:01KFN 1 VJ 2012			01700	-2,69			0,00	
389	02102	Privat Restaurant	13.02.20	155	<Storno> OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-11T2			01700	-22,20			0,00	
391	02102	Privat Restaurant	13.02.20	156	<Storno> OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-11T1			01700	-25,70			0,00	
188	02102	Privat Restaurant	14.02.20	157	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-12T23:3			01700	7,90			0,00	
189	02102	Privat Restaurant	14.02.20	158	OLB DANKE RISTORANT Aschheim, Erdinger 2020-02-09T20:20:31 KFN 1 VJ 2012 K			01700	22,10			0,00	
190	02102	Privat Restaurant	14.02.20	159	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-12T19:0			01700	41,00			0,00	
393	02102	Privat Restaurant	14.02.20	157	<Storno> OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-12T2			01700	-7,90			0,00	
395	02102	Privat Restaurant	14.02.20	159	<Storno> OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-12T1			01700	-41,00			0,00	
158	02102	Privat Restaurant	17.02.20	130	OLB ALEX Skyline Plaza Frankfurt//Frankfurt/DE 2020.02.16T01.54.00 Folgenr			01740	22,60			0,00	
192	02102	Privat Restaurant	17.02.20	161	OLB LAPIZZAE.ROSSINI GMBH+COKG GIR 69262020-02-10T19:09:07 KFN1 VJ 2012 Ka			01700	7,75			0,00	
397	02102	Privat Restaurant	17.02.20	130	<Storno> OLB ALEX Skyline Plaza Frankfurt//Frankfurt/DE 2020.02.16T01.54.00 Folg			01740	-22,60			0,00	
200	02102	Privat Restaurant	18.02.20	169	OLB Happy Italy KPNToren//ROTTERDAM/NL/2020-02-15T14:49:30 KFN 1 VJ 2012 K			01700	11,45			0,00	
201	02102	Privat Restaurant	18.02.20	170	OLB CAFE WIENER PLATZ GIR 69173176//MUE2020-02-17T00:39:43 KFN 1 VJ 2012 K			01700	11,90			0,00	
204	02102	Privat Restaurant	18.02.20	173	OLB CAFE WIENER PLATZ GIR 69031706//MUE2020-02-16T20:08:10 KFN 1 VJ 2012 K			01700	24,40			0,00	
383	02102	Privat Restaurant	18.02.20	169	<Storno> OLB Happy Italy KPNToren//ROTTERDAM/NL/2020-02-15T14:49:30 KFN 1 VJ 201			01700	-11,45			0,00	
239	02102	Privat Restaurant	24.02.20	201	OLB Drechsler//Wien/AT/1 2020 02-20T20:44:43 KFN 1 VJ 2012 Kartenzahlung			01700	7,80			0,00	
246	02102	Privat Restaurant	24.02.20	208	OLB Orient Occident//Wien/AT/1 2020-02-20T14:35:16 KFN 1 VJ 2012 Kartenzah			01700	18,50			0,00	
247	02102	Privat Restaurant	24.02.20	209	OLB Orient Occident//Wien/AT/1 2020-02-20T16:51:24 KFN 1 VJ 2012 Kartenzah			01700	8,40			0,00	
248	02102	Privat Restaurant	24.02.20	210	OLB Orient Occident//Wien/AT/1 2020-02-21T18:34:02 KFN 1 VJ 2012 Kartenzah			01700	28,30			0,00	
337	02102	Privat Restaurant	24.02.20	201	<Storno> OLB Drechsler//Wien/AT/1 2020 02-20T20:44:43 KFN 1 VJ 2012 Kartenzahlun			01700	-7,80			0,00	
339	02102	Privat Restaurant	24.02.20	208	<Storno> OLB Orient Occident//Wien/AT/1 2020-02-20T14:35:16 KFN 1 VJ 2012 Karten			01700	-18,50			0,00	
341	02102	Privat Restaurant	24.02.20	209	<Storno> OLB Orient Occident//Wien/AT/1 2020-02-20T16:51:24 KFN 1 VJ 2012 Karten			01700	-8,40			0,00	
343	02102	Privat Restaurant	24.02.20	210	<Storno> OLB Orient Occident//Wien/AT/1 2020-02-21T18:34:02 KFN 1 VJ 2012 Karten			01700	-28,30			0,00	
232	02102	Privat Restaurant	25.02.20	194	OLB Aida Fil.10//Wien/AT/12020-02-22T21:25:11 KFN 1 VJ 2012 Kartenzahlung			01700	5,50			0,00	
235	02102	Privat Restaurant	25.02.20	197	OLB Cafe Leopold//Wien/AT/1 2020-02-23T16:18:52 KFN 1 VJ 2012 Kartenzahlun			01700	8,60			0,00	
249	02102	Privat Restaurant	25.02.20	211	OLB Orient Occident//Wien/AT/1 2020-02-22T16:51:32 KFN 1 VJ 2012 Kartenzah			01700	13,00			0,00	
251	02102	Privat Restaurant	25.02.20	213	OLB NR8676167015 WIEN ATKAUFUMSATZ21.02101446ARN74548180054120001165211			01740	6,15			0,00	
252	02102	Privat Restaurant	25.02.20	214	OLB NR8676167015 WIEN ATKAUFUMSATZ21.02101511ARN74548180054120001165229			01740	6,15			0,00	
253	02102	Privat Restaurant	25.02.20	215	OLB NR8676167015 WIEN ATKAUFUMSATZ21.02115224ARN74548180054120001165245			01740	2,05			0,00	
349	02102	Privat Restaurant	25.02.20	194	<Storno> OLB Aida Fil.10//Wien/AT/12020-02-22T21:25:11 KFN 1 VJ 2012 Kartenzahlu			01700	-5,50			0,00	
351	02102	Privat Restaurant	25.02.20	197	<Storno> OLB Cafe Leopold//Wien/AT/1 2020-02-23T16:18:52 KFN 1 VJ 2012 Kartenzah			01700	-8,60			0,00	
353	02102	Privat Restaurant	25.02.20	211	<Storno> OLB Orient Occident//Wien/AT/1 2020-02-22T16:51:32 KFN 1 VJ 2012 Karten			01700	-13,00			0,00	
355	02102	Privat Restaurant	25.02.20	213	<Storno> OLB NR8676167015 WIEN ATKAUFUMSATZ21.02101446ARN74548180054120001165211			01740	-6,15			0,00	
357	02102	Privat Restaurant	25.02.20	214	<Storno> OLB NR8676167015 WIEN ATKAUFUMSATZ21.02101511ARN74548180054120001165229			01740	-6,15			0,00	
361	02102	Privat Restaurant	25.02.20	215	<Storno> OLB NR8676167015 WIEN ATKAUFUMSATZ21.02115224ARN74548180054120001165245			01740	-2,05			0,00	
233	02102	Privat Restaurant	26.02.20	195	OLB Asia Time//Wien/AT/1 2020 02-24T14:29:24 KFN 1 VJ 2012 Kartenzahlung			01700	15,40			0,00	
236	02102	Privat Restaurant	26.02.20	198	OLB CAFE REST DEL EUROPE//WIEN/AT/1 2020-02-23T15:13:30 KFN 1 Kartenzahlun			01700	41,10			0,00	
238	02102	Privat Restaurant	26.02.20	200	OLB Dogan//Wien/AT/1 2020-02-24T11:23:46 KFN 1 VJ 2012 Kartenzahlung			01700	14,20			0,00	
250	02102	Privat Restaurant	26.02.20	212	OLB SEGAFREDO ESPRESSO//WIEN/AT/1 2020-02-23T20:53:32 KFN 1 Kartenzahlung			01700	14,90			0,00	
367	02102	Privat Restaurant	26.02.20	195	<Storno> OLB Asia Time//Wien/AT/1 2020 02-24T14:29:24 KFN 1 VJ 2012 Kartenzahlun			01700	-15,40			0,00	
369	02102	Privat Restaurant	26.02.20	198	<Storno> OLB CAFE REST DEL EUROPE//WIEN/AT/1 2020-02-23T15:13:30 KFN 1 Kartenzah			01700	-41,10			0,00	
371	02102	Privat Restaurant	26.02.20	200	<Storno> OLB Dogan//Wien/AT/1 2020-02-24T11:23:46 KFN 1 VJ 2012 Kartenzahlung			01700	-14,20			0,00	
373	02102	Privat Restaurant	26.02.20	212	<Storno> OLB SEGAFREDO ESPRESSO//WIEN/AT/1 2020-02-23T20:53:32 KFN 1 Kartenzahlu			01700	-14,90			0,00	
237	02102	Privat Restaurant	27.02.20	199	OLB CAFE SPERL//WIEN/AT/1 2020-02-24T18:36:53 KFN 1 Kartenzahlung			01700	13,40			0,00	
241	02102	Privat Restaurant	27.02.20	203	OLB JONAS REINDL 1090//WIEN/AT/1 2020-02-25T16:43:14 KFN 1 Kartenzahlung			01700	4,00			0,00	
244	02102	Privat Restaurant	27.02.20	206	OLB Mochi//Wien/AT/1 2020-02-25T19:57:23 KFN 1 VJ 2012 Kartenzahlung			01700	26,70			0,00	
245	02102	Privat Restaurant	27.02.20	207	OLB Oberlaa Mariahilf//Wien/AT/1 2020-02-25T12:32:39 KFN 1 VJ 2012 Kartenz			01700	19,00			0,00	
325	02102	Privat Restaurant	27.02.20	207	<Storno> OLB Oberlaa Mariahilf//Wien/AT/1 2020-02-25T12:32:39 KFN 1 VJ 2012 Kart			01700	-19,00			0,00	
327	02102	Privat Restaurant	27.02.20	206	<Storno> OLB Mochi//Wien/AT/1 2020-02-25T19:57:23 KFN 1 VJ 2012 Kartenzahlung			01700	-26,70			0,00	
329	02102	Privat Restaurant	27.02.20	203	<Storno> OLB JONAS REINDL 1090//WIEN/AT/1 2020-02-25T16:43:14 KFN 1 Kartenzahlun			01700	-4,00			0,00	
331	02102	Privat Restaurant	27.02.20	199	<Storno> OLB CAFE SPERL//WIEN/AT/1 2020-02-24T18:36:53 KFN 1 Kartenzahlung			01700	-13,40			0,00	
263	02102	Privat Restaurant	28.02.20	222	OLB Autobahnrestaurant//Innerschwand/AT2020-02-26T15:42:50 KFN 1 VJ 2012 K			01700	48,20			0,00	
270	02102	Privat Restaurant	02.03.20	229	OLB SCHLOSS BURGER GmbH//MUNCHEN/DE 2020-02-29T20:02:38 KFN 1 VJ 2012 Kart			01700	1,79			0,00	
271	02102	Privat Restaurant	02.03.20	230	OLB CAFE WIENER PLATZ GIR 69173176//MUE2020-02-27T13:56:41 KFN 1 VJ 2012 K			01700	3,50			0,00	
272	02102	Privat Restaurant	02.03.20	231	OLB TOS-GASTRO GMBH//MUENCHEN/DE 2020-02-28T15:55:38 KFN 1 VJ 2012 Kartenz			01700	4,45			0,00	
274	02102	Privat Restaurant	02.03.20	233	OLB Erdo Laube GmbH//Munchen/DE 2020-02-29T13:06:54 KFN 1 VJ 2012 Kartenza			01700	9,10			0,00	
275	02102	Privat Restaurant	02.03.20	234	OLB Airbraeu MAC//Muenchen-Flughafen/DE2020-02-27T23:51:23 KFN 1 VJ 2012 K			01700	9,30			0,00	
276	02102	Privat Restaurant	02.03.20	235	OLB MAX RISCHARTS BACKHAUSKG GIR 692642020-02-28T12:47:42 KFN 1 VJ 2012 Ka			01700	9,80			0,00	
279	02102	Privat Restaurant	02.03.20	238	OLB CAFE WIENER PLATZ GIR 69031706//MUE2020-02-27T12:06:53 KFN 1 VJ 2012 K			01700	17,00			0,00	
280	02102	Privat Restaurant	02.03.20	239	OLB ALEX MUNCHEN 1500 ALEXMunchen Pasing//Munchen/DE 2020-02-29T18:53:38 K			01700	18,30			0,00	
298	02102	Privat Restaurant	03.03.20	256	OLB TOS-GASTRO GMBH//MUENCHEN/DE 2020-03-02T18:19:11 KFN 1 VJ 2012 Kartenz			01700	4,45			0,00	
458	02102	Privat Restaurant	05.03.20	348	OLB MONSALVY GIR 79975050//ASCHHEIM/DE 2020-03-02T17:53:13 KFN 1 VJ 2012 K			01700	11,65			0,00	
452	02102	Privat Restaurant	06.03.20	342	OLB NR8676167015 FRANKFURTKAUFUMSATZ05.03013030ARN74208470065000001769746			01740	5,80			0,00	
461	02102	Privat Restaurant	06.03.20	351	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-03-04T17:0			01700	20,20			0,00	
462	02102	Privat Restaurant	06.03.20	352	OLB OOSTEN REALWIRTSCHAFT GIR 69270378/2020-03-05T18:59:28 KFN 1 VJ 2012 K			01700	20,80			0,00	
463	02102	Privat Restaurant	06.03.20	353	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-03-04T23:5			01700	35,40			0,00	
553	02102	Privat Restaurant	06.03.20	342	<Storno> OLB NR8676167015 FRANKFURTKAUFUMSATZ05.03013030ARN742084700650000017697			01740	-5,80			0,00	
555	02102	Privat Restaurant	06.03.20	352	<Storno> OLB OOSTEN REALWIRTSCHAFT GIR 69270378/2020-03-05T18:59:28 KFN 1 VJ 201			01700	-20,80			0,00	
652	02102	Privat Restaurant	06.03.20	351	<Storno> OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-03-04T1			01700	-20,20			0,00	
654	02102	Privat Restaurant	06.03.20	353	<Storno> OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-03-04T2			01700	-35,40			0,00	
464	02102	Privat Restaurant	09.03.20	354	OLB COFFEE FELLOWS FRANKFURT//FRANKFURT2020-03-06T11:20:42 KFN 1 VJ 2012 K			01700	8,90			0,00	
557	02102	Privat Restaurant	09.03.20	354	<Storno> OLB COFFEE FELLOWS FRANKFURT//FRANKFURT2020-03-06T11:20:42 KFN 1 VJ 201			01700	-8,90			0,00	
